Displ,Cyl,Trans,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,Year,Car_Make,Car_Model,IsHybrid
,,Auto-1,4WD,Electricity,standard SUV,10,78.0,82,80,10.0,2024,BMW,iX M60 (22'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,87.0,85,86,10.0,2024,BMW,iX xDrive40 (20'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,87.0,85,86,10.0,2024,BMW,iX xDrive40 (21'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,87.0,85,86,10.0,2024,BMW,iX xDrive40 (22'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,83.0,82,83,10.0,2024,BMW,"iX xDrive50 (20"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,83.0,82,83,10.0,2024,BMW,"iX xDrive50 (21"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,83.0,82,83,10.0,2024,BMW,iX xDrive50 (22'' Wheels),Not Hybrid
8.0,16.0,AMS-7,4WD,Gasoline,small car,1,8.0,11,9,1.0,2024,BUGATTI,Chiron Super Sport,Not Hybrid
3.6,6.0,Auto-9,2WD,Gasoline,standard SUV,6,18.0,26,21,4.0,2024,BUICK,Enclave,Not Hybrid
3.6,6.0,Auto-9,4WD,Gasoline,standard SUV,6,17.0,25,20,4.0,2024,BUICK,Enclave,Not Hybrid
1.2,3.0,CVT,2WD,Gasoline,small SUV,7,30.0,31,30,6.0,2024,BUICK,Encore GX,Not Hybrid
1.3,3.0,Auto-9,4WD,Gasoline,small SUV,7,26.0,28,27,5.0,2024,BUICK,Encore GX,Not Hybrid
1.3,3.0,CVT,2WD,Gasoline,small SUV,7,29.0,31,30,6.0,2024,BUICK,Encore GX,Not Hybrid
1.2,3.0,Auto-6,2WD,Gasoline,station wagon,7,28.0,32,30,6.0,2024,BUICK,Envista,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,22.0,32,26,5.0,2024,CADILLAC,CT4,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,21.0,31,25,5.0,2024,CADILLAC,CT4,Not Hybrid
2.7,4.0,SemiAuto-10,2WD,Gasoline,small car,6,21.0,31,25,5.0,2024,CADILLAC,CT4,Not Hybrid
2.7,4.0,SemiAuto-10,4WD,Gasoline,small car,6,21.0,29,24,5.0,2024,CADILLAC,CT4,Not Hybrid
2.7,4.0,SemiAuto-10,2WD,Gasoline,small car,6,20.0,29,23,5.0,2024,CADILLAC,CT4 V,Not Hybrid
2.7,4.0,SemiAuto-10,4WD,Gasoline,small car,6,20.0,28,23,5.0,2024,CADILLAC,CT4 V,Not Hybrid
3.6,6.0,Man-6,2WD,Gasoline,small car,5,15.0,23,18,4.0,2024,CADILLAC,CT4 V,Not Hybrid
3.6,6.0,SemiAuto-10,2WD,Gasoline,small car,5,16.0,24,19,4.0,2024,CADILLAC,CT4 V,Not Hybrid
2.0,4.0,SemiAuto-10,2WD,Gasoline,midsize car,7,23.0,33,27,5.0,2024,CADILLAC,CT5,Not Hybrid
2.0,4.0,SemiAuto-10,4WD,Gasoline,midsize car,7,22.0,30,25,5.0,2024,CADILLAC,CT5,Not Hybrid
3.0,6.0,SemiAuto-10,2WD,Gasoline,midsize car,5,19.0,27,22,5.0,2024,CADILLAC,CT5,Not Hybrid
3.0,6.0,SemiAuto-10,4WD,Gasoline,midsize car,5,18.0,26,21,4.0,2024,CADILLAC,CT5,Not Hybrid
3.0,6.0,SemiAuto-10,2WD,Gasoline,midsize car,5,18.0,27,21,4.0,2024,CADILLAC,CT5 V,Not Hybrid
3.0,6.0,SemiAuto-10,4WD,Gasoline,midsize car,5,18.0,26,21,4.0,2024,CADILLAC,CT5 V,Not Hybrid
6.2,8.0,Man-6,2WD,Gasoline,midsize car,3,13.0,21,15,2.0,2024,CADILLAC,CT5 V,Not Hybrid
6.2,8.0,SemiAuto-10,2WD,Gasoline,midsize car,3,13.0,21,16,3.0,2024,CADILLAC,CT5 V,Not Hybrid
3.0,6.0,Auto-10,2WD,Diesel,standard SUV,3,21.0,27,23,4.0,2024,CADILLAC,Escalade,Not Hybrid
3.0,6.0,Auto-10,4WD,Diesel,standard SUV,3,20.0,26,22,4.0,2024,CADILLAC,Escalade,Not Hybrid
6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,6,14.0,19,16,3.0,2024,CADILLAC,Escalade,Not Hybrid
6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,6,14.0,18,16,3.0,2024,CADILLAC,Escalade,Not Hybrid
6.2,8.0,SemiAuto-10,4WD,Gasoline,standard SUV,3,11.0,16,13,1.0,2024,CADILLAC,Escalade V,Not Hybrid
,,Auto-1,2WD,Electricity,small SUV,10,95.0,82,88,10.0,2024,CADILLAC,Lyriq,Not Hybrid
2.0,4.0,SemiAuto-9,2WD,Gasoline,small SUV,7,24.0,29,26,5.0,2024,CADILLAC,XT4,Not Hybrid
2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,23.0,28,25,5.0,2024,CADILLAC,XT4,Not Hybrid
2.0,4.0,SemiAuto-9,2WD,Gasoline,small SUV,7,22.0,29,24,5.0,2024,CADILLAC,XT5,Not Hybrid
2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,21.0,27,23,5.0,2024,CADILLAC,XT5,Not Hybrid
3.6,6.0,SemiAuto-9,2WD,Gasoline,small SUV,6,19.0,26,21,4.0,2024,CADILLAC,XT5,Not Hybrid
3.6,6.0,SemiAuto-9,4WD,Gasoline,small SUV,6,18.0,26,21,4.0,2024,CADILLAC,XT5,Not Hybrid
2.0,4.0,SemiAuto-9,2WD,Gasoline,special purpose,6,20.0,23,21,4.0,2024,CADILLAC,XT5 Limo,Not Hybrid
2.0,4.0,SemiAuto-9,4WD,Gasoline,special purpose,6,20.0,23,21,4.0,2024,CADILLAC,XT5 Limo,Not Hybrid
2.0,4.0,SemiAuto-9,2WD,Gasoline,small SUV,7,21.0,27,23,5.0,2024,CADILLAC,XT6,Not Hybrid
2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,21.0,26,23,5.0,2024,CADILLAC,XT6,Not Hybrid
3.6,6.0,SemiAuto-9,2WD,Gasoline,small SUV,6,19.0,26,21,4.0,2024,CADILLAC,XT6,Not Hybrid
3.6,6.0,SemiAuto-9,4WD,Gasoline,small SUV,6,18.0,25,21,4.0,2024,CADILLAC,XT6,Not Hybrid
2.0,4.0,Auto-9,2WD,Gasoline,small SUV,7,22.0,29,25,5.0,2024,CHEVROLET,Blazer,Not Hybrid
2.0,4.0,Auto-9,4WD,Gasoline,small SUV,7,22.0,27,24,5.0,2024,CHEVROLET,Blazer,Not Hybrid
3.6,6.0,Auto-9,2WD,Gasoline,small SUV,6,19.0,26,22,5.0,2024,CHEVROLET,Blazer,Not Hybrid
3.6,6.0,Auto-9,4WD,Gasoline,small SUV,6,18.0,26,21,4.0,2024,CHEVROLET,Blazer,Not Hybrid
,,Auto-1,2WD,Electricity,small SUV,10,99.0,84,92,10.0,2024,CHEVROLET,Blazer EV,Not Hybrid
,,Auto-1,4WD,Electricity,small SUV,10,103.0,88,96,10.0,2024,CHEVROLET,Blazer EV,Not Hybrid
3.6,6.0,Man-6,2WD,Gasoline,small car,6,16.0,26,20,4.0,2024,CHEVROLET,Camaro,Not Hybrid
3.6,6.0,SemiAuto-10,2WD,Gasoline,small car,6,18.0,29,22,5.0,2024,CHEVROLET,Camaro,Not Hybrid
6.2,8.0,Man-6,2WD,Gasoline,small car,1,14.0,20,16,3.0,2024,CHEVROLET,Camaro,Not Hybrid
6.2,8.0,Man-6,2WD,Gasoline,small car,1,16.0,24,19,4.0,2024,CHEVROLET,Camaro,Not Hybrid
6.2,8.0,SemiAuto-10,2WD,Gasoline,small car,1,13.0,21,16,3.0,2024,CHEVROLET,Camaro,Not Hybrid
6.2,8.0,SemiAuto-10,2WD,Gasoline,small car,1,16.0,26,20,4.0,2024,CHEVROLET,Camaro,Not Hybrid
2.7,4.0,Auto-8,2WD,Gasoline,pickup,7,19.0,24,21,4.0,2024,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,2WD,Gasoline,pickup,7,20.0,24,22,5.0,2024,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,17.0,20,18,4.0,2024,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,18.0,22,20,4.0,2024,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,18.0,23,20,4.0,2024,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,17.0,17,17,3.0,2024,CHEVROLET,Colorado ZR2,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,16.0,16,16,3.0,2024,CHEVROLET,Colorado ZR2 Bison,Not Hybrid
6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,5,16.0,25,19,4.0,2024,CHEVROLET,Corvette,Not Hybrid
6.2,8.0,SemiAuto-8,4WD,Gasoline,small car,3,16.0,24,19,4.0,2024,CHEVROLET,Corvette E-Ray,Not Hybrid
5.5,8.0,SemiAuto-8,2WD,Gasoline,small car,3,12.0,21,15,2.0,2024,CHEVROLET,Corvette Z06,Not Hybrid
5.5,8.0,SemiAuto-8,2WD,Gasoline,small car,3,12.0,19,14,2.0,2024,CHEVROLET,Corvette Z06 Carbon Aero,Not Hybrid
1.5,4.0,Auto-6,2WD,Gasoline,small SUV,7,26.0,31,28,6.0,2024,CHEVROLET,Equinox,Not Hybrid
1.5,4.0,Auto-6,4WD,Gasoline,small SUV,7,24.0,30,26,5.0,2024,CHEVROLET,Equinox,Not Hybrid
,,Auto-1,2WD,Electricity,small SUV,10,117.0,99,108,10.0,2024,CHEVROLET,Equinox EV,Not Hybrid
2.7,4.0,Auto-8,2WD,Gasoline,pickup,7,17.0,21,19,4.0,2024,CHEVROLET,Silverado,Not Hybrid
2.7,4.0,Auto-8,2WD,Gasoline,pickup,7,18.0,22,20,4.0,2024,CHEVROLET,Silverado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,17.0,19,18,4.0,2024,CHEVROLET,Silverado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,18.0,21,19,4.0,2024,CHEVROLET,Silverado,Not Hybrid
3.0,6.0,Auto-10,2WD,Diesel,pickup,5,23.0,29,26,5.0,2024,CHEVROLET,Silverado,Not Hybrid
3.0,6.0,Auto-10,4WD,Diesel,pickup,5,21.0,24,23,4.0,2024,CHEVROLET,Silverado,Not Hybrid
3.0,6.0,Auto-10,4WD,Diesel,pickup,5,23.0,27,24,4.0,2024,CHEVROLET,Silverado,Not Hybrid
5.3,8.0,Auto-10,2WD,Ethanol,pickup,5,12.0,15/20,13/18,4.0,2024,CHEVROLET,Silverado,Ethanol Hybrid
5.3,8.0,Auto-10,2WD,Gasoline,pickup,5,16.0,15/20,13/18,4.0,2024,CHEVROLET,Silverado,Ethanol Hybrid
5.3,8.0,Auto-10,2WD,Gasoline,pickup,7,15.0,19,16,3.0,2024,CHEVROLET,Silverado,Not Hybrid
5.3,8.0,Auto-10,2WD,Gasoline,pickup,7,16.0,21,18,4.0,2024,CHEVROLET,Silverado,Not Hybrid
5.3,8.0,Auto-10,2WD,Gasoline,pickup,7,16.0,22,18,4.0,2024,CHEVROLET,Silverado,Not Hybrid
5.3,8.0,Auto-10,2WD,Gasoline,special purpose,7,15.0,18,16,3.0,2024,CHEVROLET,Silverado,Not Hybrid
5.3,8.0,Auto-10,4WD,Ethanol,pickup,5,11.0,14/19,12/17,3.0,2024,CHEVROLET,Silverado,Ethanol Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,pickup,5,15.0,14/19,12/17,3.0,2024,CHEVROLET,Silverado,Ethanol Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,pickup,7,15.0,19,16,3.0,2024,CHEVROLET,Silverado,Not Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,pickup,7,15.0,19,17,3.0,2024,CHEVROLET,Silverado,Not Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,pickup,7,15.0,20,17,3.0,2024,CHEVROLET,Silverado,Not Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,special purpose,7,14.0,17,15,2.0,2024,CHEVROLET,Silverado,Not Hybrid
6.2,8.0,Auto-10,4WD,Gasoline,pickup,6,15.0,20,17,3.0,2024,CHEVROLET,Silverado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,16.0,17,16,3.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,16.0,17,17,3.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Not Hybrid
3.0,6.0,Auto-10,4WD,Diesel,pickup,5,21.0,23,22,4.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Not Hybrid
3.0,6.0,Auto-10,4WD,Diesel,pickup,5,21.0,23,22,4.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Not Hybrid
5.3,8.0,Auto-10,4WD,Ethanol,pickup,5,11.0,14/19,12/17,3.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Ethanol Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,pickup,5,15.0,14/19,12/17,3.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Ethanol Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,pickup,7,15.0,18,16,3.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Not Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,pickup,7,15.0,18,16,3.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Not Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,pickup,7,15.0,19,16,3.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Not Hybrid
6.2,8.0,Auto-10,4WD,Gasoline,pickup,6,14.0,17,15,2.0,2024,CHEVROLET,Silverado 4WD Mud Terrain Tire,Not Hybrid
,,Auto-1,4WD,Electricity,pickup,10,67.0,59,63,10.0,2024,CHEVROLET,Silverado EV,Not Hybrid
,,Auto-1,4WD,Electricity,pickup,10,72.0,62,67,10.0,2024,CHEVROLET,Silverado EV,Not Hybrid
3.0,6.0,Auto-10,4WD,Diesel,pickup,5,20.0,22,21,4.0,2024,CHEVROLET,Silverado ZR2,Not Hybrid
6.2,8.0,Auto-10,4WD,Gasoline,pickup,6,14.0,17,15,2.0,2024,CHEVROLET,Silverado ZR2,Not Hybrid
3.0,6.0,Auto-10,2WD,Diesel,standard SUV,3,21.0,27,23,4.0,2024,CHEVROLET,Suburban,Not Hybrid
3.0,6.0,Auto-10,4WD,Diesel,standard SUV,3,20.0,26,22,4.0,2024,CHEVROLET,Suburban,Not Hybrid
5.3,8.0,Auto-10,2WD,Gasoline,standard SUV,6,15.0,20,17,3.0,2024,CHEVROLET,Suburban,Not Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,standard SUV,6,15.0,18,16,3.0,2024,CHEVROLET,Suburban,Not Hybrid
6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,6,14.0,20,16,3.0,2024,CHEVROLET,Suburban,Not Hybrid
6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,6,14.0,18,16,3.0,2024,CHEVROLET,Suburban,Not Hybrid
3.0,6.0,Auto-10,2WD,Diesel,standard SUV,3,21.0,28,24,4.0,2024,CHEVROLET,Tahoe,Not Hybrid
3.0,6.0,Auto-10,4WD,Diesel,standard SUV,3,20.0,26,22,4.0,2024,CHEVROLET,Tahoe,Not Hybrid
5.3,8.0,Auto-10,2WD,Gasoline,standard SUV,6,15.0,20,17,3.0,2024,CHEVROLET,Tahoe,Not Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,standard SUV,6,14.0,18,16,3.0,2024,CHEVROLET,Tahoe,Not Hybrid
5.3,8.0,Auto-10,4WD,Gasoline,standard SUV,6,15.0,20,17,3.0,2024,CHEVROLET,Tahoe,Not Hybrid
6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,6,14.0,20,16,3.0,2024,CHEVROLET,Tahoe,Not Hybrid
6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,6,14.0,18,16,3.0,2024,CHEVROLET,Tahoe,Not Hybrid
1.3,3.0,Auto-9,4WD,Gasoline,small SUV,7,26.0,29,27,5.0,2024,CHEVROLET,Trailblazer,Not Hybrid
1.3,3.0,CVT,2WD,Gasoline,small SUV,7,29.0,33,31,6.0,2024,CHEVROLET,Trailblazer,Not Hybrid
3.6,6.0,Auto-9,2WD,Gasoline,standard SUV,6,18.0,26,21,4.0,2024,CHEVROLET,Traverse Limited,Not Hybrid
3.6,6.0,Auto-9,4WD,Gasoline,standard SUV,6,17.0,25,20,4.0,2024,CHEVROLET,Traverse Limited,Not Hybrid
1.2,3.0,Auto-6,2WD,Gasoline,station wagon,7,28.0,32,30,6.0,2024,CHEVROLET,Trax,Not Hybrid
3.6,6.0,Auto-9,2WD,Gasoline,minivan,7,19.0,28,22,5.0,2024,CHRYSLER,Pacifica,Not Hybrid
3.6,6.0,Auto-9,4WD,Gasoline,minivan,7,17.0,25,20,4.0,2024,CHRYSLER,Pacifica,Not Hybrid
3.6,6.0,CVT,2WD,Gasoline,minivan,7,29.0,30/77,30/82,9.0,2024,CHRYSLER,Pacifica Hybrid,Electric Hybrid
3.6,6.0,CVT,2WD,Electricity,minivan,7,87.0,30/77,30/82,9.0,2024,CHRYSLER,Pacifica Hybrid,Electric Hybrid
3.6,6.0,Auto-9,2WD,Gasoline,minivan,7,19.0,28,22,5.0,2024,CHRYSLER,Voyager,Not Hybrid
,,Auto-1,2WD,Electricity,station wagon,10,42.0,42,42,10.0,2024,CRUISE,Origin,Not Hybrid
3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,7,19.0,26,21,4.0,2024,DODGE,Durango,Not Hybrid
3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,7,18.0,25,21,4.0,2024,DODGE,Durango,Not Hybrid
5.7,8.0,Auto-8,2WD,Gasoline,standard SUV,5,14.0,22,17,3.0,2024,DODGE,Durango,Not Hybrid
5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,5,14.0,22,17,3.0,2024,DODGE,Durango,Not Hybrid
6.2,8.0,Auto-8,4WD,Gasoline,standard SUV,1,12.0,17,13,1.0,2024,DODGE,Durango  SRT,Not Hybrid
6.2,8.0,Auto-8,4WD,Gasoline,standard SUV,1,12.0,17,13,1.0,2024,DODGE,Durango  SRT,Not Hybrid
6.4,8.0,Auto-8,4WD,Gasoline,standard SUV,1,13.0,19,15,2.0,2024,DODGE,Durango  SRT,Not Hybrid
6.4,8.0,Auto-8,4WD,Gasoline,standard SUV,1,13.0,19,15,2.0,2024,DODGE,Durango  SRT,Not Hybrid
2.0,4.0,Auto-9,4WD,Gasoline,small SUV,7,21.0,29,24,5.0,2024,DODGE,Hornet,Not Hybrid
1.3,4.0,Auto-6,4WD,Gasoline,small SUV,6,29.0,29/77,29/77,9.0,2024,DODGE,Hornet PHEV AWD,Electric Hybrid
1.3,4.0,Auto-6,4WD,Electricity,small SUV,6,77.0,29/77,29/77,9.0,2024,DODGE,Hornet PHEV AWD,Electric Hybrid
2.9,6.0,AMS-8,2WD,Gasoline,small car,6,16.0,22/49,18/47,5.0,2024,FERRARI,296 GTB,Electric Hybrid
2.9,6.0,AMS-8,2WD,Electricity,small car,6,45.0,22/49,18/47,5.0,2024,FERRARI,296 GTB,Electric Hybrid
2.9,6.0,AMS-8,2WD,Gasoline,small car,6,16.0,22/48,18/48,5.0,2024,FERRARI,296 GTS,Electric Hybrid
2.9,6.0,AMS-8,2WD,Electricity,small car,6,48.0,22/48,18/48,5.0,2024,FERRARI,296 GTS,Electric Hybrid
6.5,12.0,AutoMan-7,2WD,Gasoline,small car,3,12.0,16,14,2.0,2024,FERRARI,812 Competizione,Not Hybrid
6.5,12.0,AutoMan-7,2WD,Gasoline,small car,3,12.0,16,14,2.0,2024,FERRARI,812 Competizione A,Not Hybrid
6.5,12.0,AutoMan-7,2WD,Gasoline,small car,3,12.0,16,13,1.0,2024,FERRARI,Daytona SP3,Not Hybrid
3.9,8.0,AutoMan-8,4WD,Gasoline,small car,5,16.0,19/44,17/45,4.0,2024,FERRARI,F173 HFC,Electric Hybrid
3.9,8.0,AutoMan-8,4WD,Electricity,small car,5,45.0,19/44,17/45,4.0,2024,FERRARI,F173 HFC,Electric Hybrid
3.9,8.0,AutoMan-8,4WD,Gasoline,small car,5,16.0,19/44,17/45,4.0,2024,FERRARI,F173 HGC,Electric Hybrid
3.9,8.0,AutoMan-8,4WD,Electricity,small car,5,45.0,19/44,17/45,4.0,2024,FERRARI,F173 HGC,Electric Hybrid
6.5,12.0,AutoMan-8,4WD,Gasoline,standard SUV,6,11.0,15,12,1.0,2024,FERRARI,Purosangue,Not Hybrid
3.9,8.0,AutoMan-8,2WD,Gasoline,small car,6,17.0,22,19,4.0,2024,FERRARI,Roma,Not Hybrid
3.9,8.0,AutoMan-8,2WD,Gasoline,small car,6,17.0,22,19,4.0,2024,FERRARI,Roma Spider,Not Hybrid
3.9,8.0,AutoMan-8,4WD,Gasoline,small car,3,16.0,19/46,17/44,4.0,2024,FERRARI,SF90 Spider,Electric Hybrid
3.9,8.0,AutoMan-8,4WD,Electricity,small car,3,42.0,19/46,17/44,4.0,2024,FERRARI,SF90 Spider,Electric Hybrid
3.9,8.0,AutoMan-8,4WD,Gasoline,small car,3,16.0,20/51,18/51,5.0,2024,FERRARI,SF90 Stradale,Electric Hybrid
3.9,8.0,AutoMan-8,4WD,Electricity,small car,3,51.0,20/51,18/51,5.0,2024,FERRARI,SF90 Stradale,Electric Hybrid
,,Auto-1,2WD,Electricity,small car,10,127.0,104,116,10.0,2024,FIAT,500e,Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,121.0,100,110,10.0,2024,FIAT,500e All Season,Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,99.0,84,92,10.0,2024,FISKER,Ocean Extreme 20in,Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,95.0,83,89,10.0,2024,FISKER,Ocean Extreme 22in,Not Hybrid
,,Auto-1,2WD,Electricity,standard SUV,10,104.0,81,92,10.0,2024,FISKER,Ocean Sport 20in,Not Hybrid
,,Auto-1,2WD,Electricity,standard SUV,10,82.0,75,79,10.0,2024,FISKER,Ocean Sport 22in,Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,96.0,82,89,10.0,2024,FISKER,Ocean Ultra 20in,Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,93.0,80,87,10.0,2024,FISKER,Ocean Ultra 22in,Not Hybrid
2.3,4.0,Man-7,4WD,Gasoline,small SUV,5,20.0,21,20,4.0,2024,FORD,Bronco,Not Hybrid
2.3,4.0,SemiAuto-10,4WD,Gasoline,small SUV,5,20.0,21,20,4.0,2024,FORD,Bronco,Not Hybrid
2.7,6.0,SemiAuto-10,4WD,Gasoline,small SUV,6,19.0,21,20,4.0,2024,FORD,Bronco,Not Hybrid
2.3,4.0,Man-7,4WD,Gasoline,small SUV,5,16.0,18,17,3.0,2024,FORD,Bronco Badlands,Not Hybrid
2.7,6.0,SemiAuto-10,4WD,Gasoline,small SUV,6,17.0,17,17,3.0,2024,FORD,Bronco Badlands,Not Hybrid
2.3,4.0,Man-7,4WD,Gasoline,small SUV,5,16.0,18,17,3.0,2024,FORD,Bronco Black Diamond,Not Hybrid
2.3,4.0,SemiAuto-10,4WD,Gasoline,small SUV,5,18.0,18,18,4.0,2024,FORD,Bronco Black Diamond,Not Hybrid
2.7,6.0,SemiAuto-10,4WD,Gasoline,small SUV,6,18.0,18,18,4.0,2024,FORD,Bronco Black Diamond,Not Hybrid
3.0,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,6,15.0,16,15,2.0,2024,FORD,Bronco Raptor,Not Hybrid
2.3,4.0,Man-7,4WD,Gasoline,small SUV,5,16.0,18,17,3.0,2024,FORD,Bronco Sasquatch,Not Hybrid
2.3,4.0,SemiAuto-10,4WD,Gasoline,small SUV,5,18.0,17,18,4.0,2024,FORD,Bronco Sasquatch,Not Hybrid
2.7,6.0,SemiAuto-10,4WD,Gasoline,small SUV,6,17.0,17,17,3.0,2024,FORD,Bronco Sasquatch,Not Hybrid
1.5,3.0,Auto-8,4WD,Gasoline,small SUV,7,25.0,29,26,5.0,2024,FORD,Bronco Sport,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,6,21.0,26,23,5.0,2024,FORD,Bronco Sport,Not Hybrid
2.0,4.0,Auto-8,4WD,Gasoline,small SUV,6,21.0,28,23,5.0,2024,FORD,Edge,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,6,21.0,28,23,5.0,2024,FORD,Edge,Not Hybrid
2.7,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,19.0,25,21,4.0,2024,FORD,Edge,Not Hybrid
1.5,3.0,Auto-8,2WD,Gasoline,small SUV,7,27.0,34,30,6.0,2024,FORD,Escape,Not Hybrid
1.5,3.0,Auto-8,4WD,Gasoline,small SUV,7,26.0,32,28,6.0,2024,FORD,Escape,Not Hybrid
2.0,4.0,Auto-8,4WD,Gasoline,small SUV,7,23.0,31,26,5.0,2024,FORD,Escape,Not Hybrid
2.5,4.0,CVT,2WD,Gasoline,small SUV,8,42.0,36,39,7.0,2024,FORD,Escape HEV,Not Hybrid
2.5,4.0,CVT,4WD,Gasoline,small SUV,8,42.0,36,39,7.0,2024,FORD,Escape HEV,Not Hybrid
2.5,4.0,CVT,2WD,Gasoline,small SUV,8,42.0,37/91,40/101,10.0,2024,FORD,Escape PHEV,Electric Hybrid
2.5,4.0,CVT,2WD,Electricity,small SUV,8,111.0,37/91,40/101,10.0,2024,FORD,Escape PHEV,Electric Hybrid
3.5,6.0,SemiAuto-10,2WD,Gasoline,standard SUV,6,17.0,23,19,4.0,2024,FORD,Expedition,Not Hybrid
3.5,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,6,16.0,22,18,4.0,2024,FORD,Expedition,Not Hybrid
3.5,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,6,16.0,19,17,3.0,2024,FORD,Expedition Timberline,Not Hybrid
2.3,4.0,Auto-10,2WD,Gasoline,standard SUV,6,21.0,28,24,5.0,2024,FORD,Explorer,Not Hybrid
2.3,4.0,Auto-10,4WD,Gasoline,standard SUV,6,20.0,27,23,5.0,2024,FORD,Explorer,Not Hybrid
3.0,6.0,Auto-10,2WD,Gasoline,standard SUV,5,18.0,26,21,4.0,2024,FORD,Explorer,Not Hybrid
3.0,6.0,Auto-10,4WD,Gasoline,standard SUV,5,18.0,24,20,4.0,2024,FORD,Explorer,Not Hybrid
3.0,6.0,SemiAuto-10,2WD,Gasoline,standard SUV,5,18.0,25,20,4.0,2024,FORD,Explorer,Not Hybrid
3.0,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,5,18.0,24,20,4.0,2024,FORD,Explorer,Not Hybrid
3.3,6.0,Auto-10,4WD,Ethanol,standard SUV,6,13.0,18/24,15/20,4.0,2024,FORD,Explorer FFV,Ethanol Hybrid
3.3,6.0,Auto-10,4WD,Gasoline,standard SUV,6,17.0,18/24,15/20,4.0,2024,FORD,Explorer FFV,Ethanol Hybrid
