Displ,Cyl,Trans,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,Year,Car_Make,Car_Model,IsHybrid
2.0,4.0,AMS-7,4WD,Gasoline,small car,7,23.0,30,25,5.0,2023,AUDI,TT Roadster,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small car,3,23.0,31,26,5.0,2023,AUDI,TTS Coupe,Not Hybrid
,,Auto-2,4WD,Electricity,midsize car,10,81.0,83,82,10.0,2023,AUDI,e-tron GT,Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,72.0,75,73,10.0,2023,AUDI,e-tron S (20in. wheels),Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,62.0,64,63,10.0,2023,AUDI,e-tron S (21/22 in. wheels),Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,73.0,78,75,10.0,2023,AUDI,e-tron S Sportback (20 wheels),Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,64.0,66,65,10.0,2023,AUDI,e-tron S Sportback (21/22 wheel),Not Hybrid
,,Auto-2,4WD,Electricity,standard SUV,10,77.0,80,78,10.0,2023,AUDI,e-tron Sportback quattro,Not Hybrid
,,Auto-2,4WD,Electricity,standard SUV,10,78.0,79,79,10.0,2023,AUDI,e-tron quattro,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,14.0,21,17,3.0,2023,BENTLEY,Bentayga,Not Hybrid
4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,14.0,21,17,3.0,2023,BENTLEY,Bentayga EWB,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,18.0,24/51,20/47,7.0,2023,BENTLEY,Bentayga Hybrid,Electric Hybrid
3.0,6.0,SemiAuto-8,4WD,Electricity,standard SUV,3,44.0,24/51,20/47,7.0,2023,BENTLEY,Bentayga Hybrid,Electric Hybrid
6.0,12.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,12.0,19,14,2.0,2023,BENTLEY,Bentayga Speed,Not Hybrid
4.0,8.0,AMS-8,4WD,Gasoline,small car,3,15.0,23,18,4.0,2023,BENTLEY,Continental GT,Not Hybrid
4.0,8.0,AMS-8,4WD,Gasoline,small car,3,15.0,22,18,4.0,2023,BENTLEY,Continental GT Convertible,Not Hybrid
6.0,12.0,AMS-8,4WD,Gasoline,small car,3,12.0,18,14,2.0,2023,BENTLEY,Continental GT Convertible Speed,Not Hybrid
6.0,12.0,AMS-8,4WD,Gasoline,small car,3,12.0,20,15,2.0,2023,BENTLEY,Continental GT Speed,Not Hybrid
4.0,8.0,AMS-8,4WD,Gasoline,midsize car,3,15.0,22,17,3.0,2023,BENTLEY,Flying Spur,Not Hybrid
6.0,12.0,AMS-8,4WD,Gasoline,midsize car,3,12.0,19,15,2.0,2023,BENTLEY,Flying Spur,Not Hybrid
2.9,6.0,AMS-8,4WD,Gasoline,midsize car,5,17.0,22/50,19/46,7.0,2023,BENTLEY,Flying Spur Hybrid,Electric Hybrid
2.9,6.0,AMS-8,4WD,Electricity,midsize car,5,43.0,22/50,19/46,7.0,2023,BENTLEY,Flying Spur Hybrid,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,24.0,34,28,6.0,2023,BMW,228i Gran Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,23.0,33,27,5.0,2023,BMW,228i xDrive Gran Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,26.0,35,29,6.0,2023,BMW,230i Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,3,24.0,34,28,6.0,2023,BMW,230i xDrive Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,24.0,32/78,27/73,9.0,2023,BMW,330e,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,69.0,32/78,27/73,9.0,2023,BMW,330e,Electric Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,22.0,32/75,26/68,9.0,2023,BMW,330e,Electric Hybrid
2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,64.0,32/75,26/68,9.0,2023,BMW,330e,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,34,29,6.0,2023,BMW,330i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,24.0,33,27,5.0,2023,BMW,330i,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,34,28,6.0,2023,BMW,430i Convertible,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,23.0,33,27,5.0,2023,BMW,430i Convertible,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,34,28,6.0,2023,BMW,430i Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,23.0,33,27,5.0,2023,BMW,430i Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,34,28,6.0,2023,BMW,430i Gran Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,23.0,33,27,5.0,2023,BMW,430i Gran Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,24.0,29/71,26/67,8.0,2023,BMW,530e,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,65.0,29/71,26/67,8.0,2023,BMW,530e,Electric Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,22.0,28/67,25/62,8.0,2023,BMW,530e,Electric Hybrid
2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,59.0,28/67,25/62,8.0,2023,BMW,530e,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,25.0,33,28,6.0,2023,BMW,530i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,23.0,32,26,5.0,2023,BMW,530i,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,25.0,32,27,5.0,2023,BMW,540i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,22.0,29,25,5.0,2023,BMW,540i,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,large car,7,25.0,31,27,5.0,2023,BMW,740i,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,large car,5,18.0,26,21,4.0,2023,BMW,760i xDrive,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3,21.0,29,24,5.0,2023,BMW,840i Convertible,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3,21.0,29,24,5.0,2023,BMW,840i Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3,21.0,29,24,5.0,2023,BMW,840i Gran Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3,21.0,29,24,5.0,2023,BMW,840i xDrive Convertible,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3,21.0,29,24,5.0,2023,BMW,840i xDrive Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3,21.0,29,24,5.0,2023,BMW,840i xDrive Gran Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,17.0,24,19,4.0,2023,BMW,ALPINA B8 Gran Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,16.0,20,17,3.0,2023,BMW,Alpina XB7,Not Hybrid
3.0,6.0,Man-6,2WD,Gasoline,small car,5,16.0,24,19,4.0,2023,BMW,M2 Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,16.0,23,19,4.0,2023,BMW,M2 Coupe,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,3,24.0,33,27,5.0,2023,BMW,M235i xDrive Gran Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,22.0,32,26,5.0,2023,BMW,M240i Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,23.0,32,26,5.0,2023,BMW,M240i Coupe,Not Hybrid
3.0,6.0,Man-6,2WD,Gasoline,small car,5,16.0,23,19,4.0,2023,BMW,M3,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,16.0,23,19,4.0,2023,BMW,M3 Competition,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,16.0,22,18,4.0,2023,BMW,M3 Competition M,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,23.0,31,26,5.0,2023,BMW,M340i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,23.0,32,26,5.0,2023,BMW,M340i,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,16.0,23,18,4.0,2023,BMW,M4 CSL Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,16.0,23,19,4.0,2023,BMW,M4 Competition Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,16.0,22,18,4.0,2023,BMW,M4 Competition M,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,16.0,23,18,4.0,2023,BMW,M4 Competition M Convertible,Not Hybrid
3.0,6.0,Man-6,2WD,Gasoline,small car,5,16.0,23,19,4.0,2023,BMW,M4 Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,24.0,32,27,5.0,2023,BMW,M440i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,22.0,31,25,5.0,2023,BMW,M440i,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,23.0,31,26,5.0,2023,BMW,M440i Convertible,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,24.0,32,27,5.0,2023,BMW,M440i Gran Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,22.0,31,25,5.0,2023,BMW,M440i Gran Coupe,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,5,22.0,31,25,5.0,2023,BMW,M440i xDrive Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,15.0,21,17,3.0,2023,BMW,M5,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,15.0,21,17,3.0,2023,BMW,M5 Competition,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,17.0,25,20,4.0,2023,BMW,M550i,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3,15.0,22,17,3.0,2023,BMW,M8 Competition Convertible,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3,15.0,22,17,3.0,2023,BMW,M8 Competition Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,15.0,22,17,3.0,2023,BMW,M8 Competition Gran Coupe,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3,17.0,24,19,4.0,2023,BMW,M850i xDrive,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3,17.0,24,19,4.0,2023,BMW,M850i xDrive Convertible,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3,17.0,24,19,4.0,2023,BMW,M850i xDrive Gran Coupe,Not Hybrid
2.0,4.0,AMS-7,4WD,Gasoline,small SUV,8,25.0,34,28,6.0,2023,BMW,X1 xDrive28i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,24.0,31,27,5.0,2023,BMW,X2 M35i,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,24.0,32,27,5.0,2023,BMW,X2 sDrive28i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,24.0,31,27,5.0,2023,BMW,X2 xDrive28i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3,15.0,20,17,3.0,2023,BMW,X3 M,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3,15.0,20,17,3.0,2023,BMW,X3 M Competition,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21.0,26,23,5.0,2023,BMW,X3 M40i,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,7,23.0,29,25,5.0,2023,BMW,X3 sDrive30i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,21.0,28,24,5.0,2023,BMW,X3 xDrive30i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3,15.0,20,17,3.0,2023,BMW,X4 M,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3,15.0,20,17,3.0,2023,BMW,X4 M Competition,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21.0,26,23,5.0,2023,BMW,X4 M40i,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,21.0,28,24,5.0,2023,BMW,X4 xDrive30i,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13.0,18,15,2.0,2023,BMW,X5 M,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13.0,18,15,2.0,2023,BMW,X5 M Competition,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,16.0,22,18,4.0,2023,BMW,X5 M50i,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,standard SUV,3,21.0,26,23,5.0,2023,BMW,X5 sDrive40i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,21.0,25,23,5.0,2023,BMW,X5 xDrive40i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,19.0,22/54,20/52,8.0,2023,BMW,X5 xDrive45e,Electric Hybrid
3.0,6.0,SemiAuto-8,4WD,Electricity,standard SUV,7,51.0,22/54,20/52,8.0,2023,BMW,X5 xDrive45e,Electric Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13.0,18,15,2.0,2023,BMW,X6 M,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13.0,18,15,2.0,2023,BMW,X6 M Competition,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,16.0,22,18,4.0,2023,BMW,X6 M50i,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,21.0,25,23,5.0,2023,BMW,X6 xDrive40i,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,16.0,21,18,4.0,2023,BMW,X7 M60i xDrive,Not Hybrid
3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,21.0,25,22,5.0,2023,BMW,X7 xDrive40i,Not Hybrid
4.4,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,12.0,17/46,14/46,7.0,2023,BMW,XM,Electric Hybrid
4.4,8.0,SemiAuto-8,4WD,Electricity,standard SUV,7,46.0,17/46,14/46,7.0,2023,BMW,XM,Electric Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,33,28,6.0,2023,BMW,Z4,Not Hybrid
3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,5,23.0,31,26,5.0,2023,BMW,Z4 M40i,Not Hybrid
,,Auto-1,4WD,Electricity,small car,10,94.0,98,96,10.0,2023,BMW,"i4 M50 Gran Coupe (19"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,small car,10,79.0,80,80,10.0,2023,BMW,"i4 M50 Gran Coupe (20"" Wheels)",Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,107.0,102,105,10.0,2023,BMW,i4 eDrive 35 Gran Coupe (19'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,115.0,111,113,10.0,2023,BMW,i4 eDrive35 Gran Coupe (18'' Wheels),Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,109.0,108,109,10.0,2023,BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",Not Hybrid
,,Auto-1,2WD,Electricity,small car,10,100.0,98,99,10.0,2023,BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,large car,10,87.0,92,89,10.0,2023,BMW,i7 xDrive60 Sedan (19'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,large car,10,81.0,85,83,10.0,2023,BMW,i7 xDrive60 Sedan (20'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,large car,10,85.0,89,87,10.0,2023,BMW,i7 xDrive60 Sedan (21'' Wheels),Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,76.0,80,77,10.0,2023,BMW,"iX M60 (21"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,77.0,80,78,10.0,2023,BMW,"iX M60 (22"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,86.0,87,86,10.0,2023,BMW,"iX xDrive50 (20"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,82.0,84,83,10.0,2023,BMW,"iX xDrive50 (21"" Wheels)",Not Hybrid
,,Auto-1,4WD,Electricity,standard SUV,10,86.0,85,86,10.0,2023,BMW,iX xDrive50 (22'' Wheels),Not Hybrid
8.0,16.0,AMS-7,4WD,Gasoline,small car,1,9.0,14,11,1.0,2023,BUGATTI,Chiron,Not Hybrid
8.0,16.0,AMS-7,4WD,Gasoline,small car,1,8.0,11,9,1.0,2023,BUGATTI,Chiron Pur Sport,Not Hybrid
8.0,16.0,AMS-7,4WD,Gasoline,small car,1,8.0,11,9,1.0,2023,BUGATTI,Chiron Super Sport,Not Hybrid
3.6,6.0,Auto-9,2WD,Gasoline,standard SUV,6,18.0,26,21,4.0,2023,BUICK,Enclave,Not Hybrid
3.6,6.0,Auto-9,4WD,Gasoline,standard SUV,6,17.0,25,20,4.0,2023,BUICK,Enclave,Not Hybrid
1.2,3.0,CVT,2WD,Gasoline,small SUV,7,29.0,31,30,6.0,2023,BUICK,Encore GX,Not Hybrid
1.3,3.0,Auto-9,4WD,Gasoline,small SUV,7,26.0,29,27,5.0,2023,BUICK,Encore GX,Not Hybrid
1.3,3.0,CVT,2WD,Gasoline,small SUV,7,29.0,32,30,6.0,2023,BUICK,Encore GX,Not Hybrid
2.0,4.0,SemiAuto-9,2WD,Gasoline,small SUV,7,23.0,31,26,5.0,2023,BUICK,Envision,Not Hybrid
2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,22.0,29,25,5.0,2023,BUICK,Envision,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,23.0,34,27,5.0,2023,CADILLAC,CT4,Not Hybrid
2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,22.0,31,26,5.0,2023,CADILLAC,CT4,Not Hybrid
2.7,4.0,SemiAuto-10,2WD,Gasoline,small car,6,21.0,31,25,5.0,2023,CADILLAC,CT4,Not Hybrid
2.7,4.0,SemiAuto-10,4WD,Gasoline,small car,6,21.0,29,24,5.0,2023,CADILLAC,CT4,Not Hybrid
2.7,4.0,SemiAuto-10,2WD,Gasoline,small car,6,20.0,29,23,5.0,2023,CADILLAC,CT4 V,Not Hybrid
2.7,4.0,SemiAuto-10,4WD,Gasoline,small car,6,20.0,28,23,5.0,2023,CADILLAC,CT4 V,Not Hybrid
3.6,6.0,Man-6,2WD,Gasoline,small car,5,15.0,23,18,4.0,2023,CADILLAC,CT4 V,Not Hybrid
3.6,6.0,SemiAuto-10,2WD,Gasoline,small car,5,16.0,24,19,4.0,2023,CADILLAC,CT4 V,Not Hybrid
2.0,4.0,SemiAuto-10,2WD,Gasoline,midsize car,7,23.0,33,27,5.0,2023,CADILLAC,CT5,Not Hybrid
2.0,4.0,SemiAuto-10,4WD,Gasoline,midsize car,7,22.0,30,25,5.0,2023,CADILLAC,CT5,Not Hybrid
3.0,6.0,SemiAuto-10,2WD,Gasoline,midsize car,5,19.0,27,22,5.0,2023,CADILLAC,CT5,Not Hybrid
3.0,6.0,SemiAuto-10,4WD,Gasoline,midsize car,5,18.0,26,21,4.0,2023,CADILLAC,CT5,Not Hybrid
3.0,6.0,SemiAuto-10,2WD,Gasoline,midsize car,5,18.0,27,21,4.0,2023,CADILLAC,CT5 V,Not Hybrid
3.0,6.0,SemiAuto-10,4WD,Gasoline,midsize car,5,18.0,26,21,4.0,2023,CADILLAC,CT5 V,Not Hybrid
6.2,8.0,Man-6,2WD,Gasoline,midsize car,3,13.0,21,15,2.0,2023,CADILLAC,CT5 V,Not Hybrid
6.2,8.0,SemiAuto-10,2WD,Gasoline,midsize car,3,13.0,21,16,3.0,2023,CADILLAC,CT5 V,Not Hybrid
3.0,6.0,Auto-10,2WD,Diesel,standard SUV,3,21.0,27,23,4.0,2023,CADILLAC,Escalade,Not Hybrid
3.0,6.0,Auto-10,4WD,Diesel,standard SUV,3,20.0,26,22,4.0,2023,CADILLAC,Escalade,Not Hybrid
6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,6,14.0,19,16,3.0,2023,CADILLAC,Escalade,Not Hybrid
6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,6,14.0,18,16,3.0,2023,CADILLAC,Escalade,Not Hybrid
6.2,8.0,SemiAuto-10,4WD,Gasoline,standard SUV,3,11.0,16,13,1.0,2023,CADILLAC,Escalade V,Not Hybrid
,,Auto-1,2WD,Electricity,small SUV,10,97.0,82,89,10.0,2023,CADILLAC,Lyriq,Not Hybrid
,,Auto-1,4WD,Electricity,small SUV,10,96.0,81,89,10.0,2023,CADILLAC,Lyriq,Not Hybrid
2.0,4.0,SemiAuto-9,2WD,Gasoline,small SUV,7,23.0,30,26,5.0,2023,CADILLAC,XT4,Not Hybrid
2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,22.0,29,24,5.0,2023,CADILLAC,XT4,Not Hybrid
2.0,4.0,SemiAuto-9,2WD,Gasoline,small SUV,7,22.0,29,24,5.0,2023,CADILLAC,XT5,Not Hybrid
2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,21.0,27,23,5.0,2023,CADILLAC,XT5,Not Hybrid
3.6,6.0,SemiAuto-9,2WD,Gasoline,small SUV,6,19.0,26,21,4.0,2023,CADILLAC,XT5,Not Hybrid
3.6,6.0,SemiAuto-9,4WD,Gasoline,small SUV,6,18.0,25,21,4.0,2023,CADILLAC,XT5,Not Hybrid
2.0,4.0,SemiAuto-9,2WD,Gasoline,special purpose,6,20.0,23,21,4.0,2023,CADILLAC,XT5 Limo,Not Hybrid
2.0,4.0,SemiAuto-9,4WD,Gasoline,special purpose,6,20.0,23,21,4.0,2023,CADILLAC,XT5 Limo,Not Hybrid
2.0,4.0,SemiAuto-9,2WD,Gasoline,small SUV,7,21.0,27,23,5.0,2023,CADILLAC,XT6,Not Hybrid
2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,21.0,26,23,5.0,2023,CADILLAC,XT6,Not Hybrid
3.6,6.0,SemiAuto-9,2WD,Gasoline,small SUV,6,19.0,26,21,4.0,2023,CADILLAC,XT6,Not Hybrid
3.6,6.0,SemiAuto-9,4WD,Gasoline,small SUV,6,18.0,25,21,4.0,2023,CADILLAC,XT6,Not Hybrid
,,Auto-1,2WD,Electricity,van,10,93.0,77,85,10.0,2023,CANOO,Lifestyle Delivery Vehicle,Not Hybrid
2.0,4.0,Auto-9,2WD,Gasoline,small SUV,7,22.0,29,25,5.0,2023,CHEVROLET,Blazer,Not Hybrid
2.0,4.0,Auto-9,4WD,Gasoline,small SUV,7,22.0,27,24,5.0,2023,CHEVROLET,Blazer,Not Hybrid
3.6,6.0,Auto-9,2WD,Gasoline,small SUV,6,19.0,27,22,5.0,2023,CHEVROLET,Blazer,Not Hybrid
3.6,6.0,Auto-9,4WD,Gasoline,small SUV,6,19.0,26,21,4.0,2023,CHEVROLET,Blazer,Not Hybrid
,,Auto-1,2WD,Electricity,station wagon,10,125.0,104,115,10.0,2023,CHEVROLET,Bolt EUV,Not Hybrid
,,Auto-1,2WD,Electricity,station wagon,10,131.0,109,120,10.0,2023,CHEVROLET,Bolt EV,Not Hybrid
2.0,4.0,Man-6,2WD,Gasoline,small car,5,19.0,28,22,5.0,2023,CHEVROLET,Camaro,Not Hybrid
2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,5,22.0,30,25,5.0,2023,CHEVROLET,Camaro,Not Hybrid
3.6,6.0,Man-6,2WD,Gasoline,small car,6,16.0,26,20,4.0,2023,CHEVROLET,Camaro,Not Hybrid
3.6,6.0,SemiAuto-10,2WD,Gasoline,small car,6,18.0,29,22,5.0,2023,CHEVROLET,Camaro,Not Hybrid
6.2,8.0,Man-6,2WD,Gasoline,small car,1,14.0,20,16,3.0,2023,CHEVROLET,Camaro,Not Hybrid
6.2,8.0,Man-6,2WD,Gasoline,small car,1,16.0,24,19,4.0,2023,CHEVROLET,Camaro,Not Hybrid
6.2,8.0,SemiAuto-10,2WD,Gasoline,small car,1,13.0,21,16,3.0,2023,CHEVROLET,Camaro,Not Hybrid
6.2,8.0,SemiAuto-10,2WD,Gasoline,small car,1,16.0,26,20,4.0,2023,CHEVROLET,Camaro,Not Hybrid
2.7,4.0,Auto-8,2WD,Gasoline,pickup,7,18.0,23,20,4.0,2023,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,2WD,Gasoline,pickup,7,20.0,25,22,5.0,2023,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,17.0,19,18,4.0,2023,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,17.0,21,19,4.0,2023,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,19.0,23,21,4.0,2023,CHEVROLET,Colorado,Not Hybrid
2.7,4.0,Auto-8,4WD,Gasoline,pickup,7,16.0,16,16,3.0,2023,CHEVROLET,Colorado ZR2,Not Hybrid
6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,5,16.0,24,19,4.0,2023,CHEVROLET,Corvette,Not Hybrid
5.5,8.0,SemiAuto-8,2WD,Gasoline,small car,3,12.0,21,15,2.0,2023,CHEVROLET,Corvette Z06,Not Hybrid
5.5,8.0,SemiAuto-8,2WD,Gasoline,small car,3,12.0,19,14,2.0,2023,CHEVROLET,Corvette Z06 Carbon Aero,Not Hybrid
1.5,4.0,Auto-6,2WD,Gasoline,small SUV,7,26.0,31,28,6.0,2023,CHEVROLET,Equinox,Not Hybrid
1.5,4.0,Auto-6,4WD,Gasoline,small SUV,7,24.0,30,26,5.0,2023,CHEVROLET,Equinox,Not Hybrid
1.5,4.0,CVT,2WD,Gasoline,midsize car,7,27.0,35,30,6.0,2023,CHEVROLET,Malibu,Not Hybrid
2.7,4.0,Auto-8,2WD,Gasoline,pickup,7,19.0,21,20,4.0,2023,CHEVROLET,Silverado,Not Hybrid
2.7,4.0,Auto-8,2WD,Gasoline,pickup,7,19.0,22,20,4.0,2023,CHEVROLET,Silverado,Not Hybrid
